0	34,1.0,4
0	50,1.0,4
0	77,1.0,13
0	79,1.0,5
1	0,1.0,4
1	68,1.0,7
1	83,1.0,7
1	90,1.0,5
1	99,1.0,2
10	24,1.0,7
10	55,1.0,7
10	59,1.0,4
10	72,1.0,6
10	83,1.0,7
11	62,1.0,4
11	86,1.0,4
12	35,1.0,8
12	36,1.0,8
12	54,1.0,3
12	69,1.0,7
12	7,1.0,5
12	91,1.0,5
12	96,1.0,6
13	53,1.0,5
13	78,1.0,4
13	8,1.0,4
13	96,1.0,6
13	98,1.0,8
14	47,1.0,5
14	60,1.0,5
15	0,1.0,4
15	26,1.0,4
15	6,1.0,4
15	71,1.0,5
15	93,1.0,4
15	98,1.0,8
16	58,1.0,5
16	71,1.0,5
16	89,1.0,7
17	44,1.0,3
17	94,1.0,4
18	17,1.0,8
18	24,1.0,7
18	29,1.0,5
18	35,1.0,8
18	45,1.0,6
18	48,1.0,5
18	61,1.0,5
18	83,1.0,7
19	55,1.0,7
19	66,1.0,6
19	68,1.0,7
19	78,1.0,4
19	87,1.0,8
2	32,1.0,8
2	33,1.0,4
2	49,1.0,5
2	5,1.0,7
2	53,1.0,5
2	67,1.0,6
2	82,1.0,6
20	36,1.0,8
20	50,1.0,4
20	61,1.0,5
20	70,1.0,3
20	87,1.0,8
20	94,1.0,4
21	28,1.0,3
21	43,1.0,9
21	7,1.0,5
21	81,1.0,6
21	84,1.0,2
21	88,1.0,6
22	55,1.0,7
22	6,1.0,4
22	62,1.0,4
22	69,1.0,7
22	92,1.0,4
23	26,1.0,4
23	29,1.0,5
23	82,1.0,6
24	12,1.0,7
24	4,1.0,4
24	43,1.0,9
24	5,1.0,7
24	59,1.0,4
24	82,1.0,6
24	91,1.0,5
24	96,1.0,6
25	13,1.0,5
25	22,1.0,5
25	28,1.0,3
25	55,1.0,7
26	67,1.0,6
26	79,1.0,5
26	81,1.0,6
26	88,1.0,6
26	90,1.0,5
27	19,1.0,5
27	32,1.0,8
27	52,1.0,4
27	64,1.0,7
27	65,1.0,2
27	83,1.0,7
27	87,1.0,8
28	11,1.0,7
28	12,1.0,7
28	26,1.0,4
28	64,1.0,7
28	68,1.0,7
28	98,1.0,8
29	31,1.0,8
29	49,1.0,5
29	56,1.0,5
29	75,1.0,8
29	83,1.0,7
3	32,1.0,8
3	63,1.0,4
3	64,1.0,7
30	3,1.0,4
30	36,1.0,8
30	38,1.0,3
30	67,1.0,6
30	87,1.0,8
31	2,1.0,2
31	29,1.0,5
31	39,1.0,5
31	49,1.0,5
31	52,1.0,4
31	64,1.0,7
31	67,1.0,6
31	80,1.0,2
31	96,1.0,6
32	13,1.0,5
32	27,1.0,4
32	67,1.0,6
32	77,1.0,13
32	82,1.0,6
32	85,1.0,7
32	89,1.0,7
33	13,1.0,5
33	19,1.0,5
33	62,1.0,4
33	64,1.0,7
33	9,1.0,7
34	36,1.0,8
34	75,1.0,8
34	78,1.0,4
34	92,1.0,4
35	13,1.0,5
35	74,1.0,3
35	89,1.0,7
36	14,1.0,5
36	29,1.0,5
36	31,1.0,8
36	42,1.0,5
36	56,1.0,5
37	1,1.0,2
37	19,1.0,5
37	44,1.0,3
37	75,1.0,8
37	77,1.0,13
37	97,1.0,4
38	10,1.0,6
38	24,1.0,7
38	44,1.0,3
38	51,1.0,4
38	58,1.0,5
38	7,1.0,5
38	89,1.0,7
39	14,1.0,5
39	17,1.0,8
39	48,1.0,5
39	49,1.0,5
39	64,1.0,7
39	9,1.0,7
39	92,1.0,4
4	10,1.0,6
4	43,1.0,9
4	83,1.0,7
4	94,1.0,4
40	11,1.0,7
40	37,1.0,4
40	68,1.0,7
40	77,1.0,13
40	89,1.0,7
41	17,1.0,8
41	38,1.0,3
41	73,1.0,5
41	77,1.0,13
41	8,1.0,4
41	9,1.0,7
42	3,1.0,4
42	4,1.0,4
42	69,1.0,7
43	39,1.0,5
43	79,1.0,5
43	9,1.0,7
43	93,1.0,4
44	14,1.0,5
44	41,1.0,4
44	77,1.0,13
44	88,1.0,6
45	16,1.0,4
45	19,1.0,5
45	3,1.0,4
45	41,1.0,4
45	42,1.0,5
45	51,1.0,4
45	67,1.0,6
45	71,1.0,5
46	31,1.0,8
46	4,1.0,4
46	50,1.0,4
46	69,1.0,7
47	15,1.0,5
47	32,1.0,8
47	87,1.0,8
49	11,1.0,7
49	31,1.0,8
49	41,1.0,4
49	60,1.0,5
49	72,1.0,6
49	98,1.0,8
5	47,1.0,5
5	77,1.0,13
5	81,1.0,6
5	98,1.0,8
50	12,1.0,7
50	5,1.0,7
50	73,1.0,5
50	88,1.0,6
50	97,1.0,4
51	11,1.0,7
51	55,1.0,7
51	72,1.0,6
51	73,1.0,5
51	75,1.0,8
51	9,1.0,7
52	16,1.0,4
52	18,1.0,4
52	47,1.0,5
52	82,1.0,6
52	90,1.0,5
53	17,1.0,8
53	45,1.0,6
53	60,1.0,5
53	82,1.0,6
54	31,1.0,8
54	74,1.0,3
54	75,1.0,8
54	85,1.0,7
54	87,1.0,8
55	12,1.0,7
55	24,1.0,7
55	69,1.0,7
55	88,1.0,6
56	33,1.0,4
56	43,1.0,9
56	60,1.0,5
57	7,1.0,5
57	85,1.0,7
57	89,1.0,7
57	92,1.0,4
58	33,1.0,4
58	45,1.0,6
58	55,1.0,7
58	6,1.0,4
58	89,1.0,7
59	37,1.0,4
59	8,1.0,4
6	10,1.0,6
6	11,1.0,7
6	32,1.0,8
6	61,1.0,5
6	68,1.0,7
60	86,1.0,4
60	96,1.0,6
61	18,1.0,4
61	36,1.0,8
61	48,1.0,5
61	5,1.0,7
61	51,1.0,4
62	14,1.0,5
62	18,1.0,4
62	31,1.0,8
62	35,1.0,8
62	55,1.0,7
62	97,1.0,4
63	17,1.0,8
63	2,1.0,2
63	25,1.0,1
63	70,1.0,3
63	87,1.0,8
64	26,1.0,4
64	35,1.0,8
64	52,1.0,4
64	63,1.0,4
64	85,1.0,7
65	22,1.0,5
65	35,1.0,8
65	53,1.0,5
65	60,1.0,5
65	63,1.0,4
65	75,1.0,8
66	0,1.0,4
66	35,1.0,8
66	41,1.0,4
66	91,1.0,5
66	93,1.0,4
66	98,1.0,8
67	10,1.0,6
67	11,1.0,7
67	12,1.0,7
67	16,1.0,4
67	43,1.0,9
68	27,1.0,4
68	39,1.0,5
68	43,1.0,9
68	50,1.0,4
69	32,1.0,8
69	54,1.0,3
69	59,1.0,4
69	77,1.0,13
69	85,1.0,7
69	9,1.0,7
7	20,1.0,2
7	34,1.0,4
7	40,1.0,4
70	15,1.0,5
70	27,1.0,4
70	31,1.0,8
70	42,1.0,5
70	47,1.0,5
70	83,1.0,7
71	32,1.0,8
71	37,1.0,4
71	39,1.0,5
71	40,1.0,4
71	51,1.0,4
71	58,1.0,5
71	86,1.0,4
72	1,1.0,2
72	17,1.0,8
72	22,1.0,5
72	28,1.0,3
72	40,1.0,4
72	63,1.0,4
72	66,1.0,6
72	69,1.0,7
73	40,1.0,4
73	47,1.0,5
73	58,1.0,5
74	79,1.0,5
74	96,1.0,6
75	36,1.0,8
75	93,1.0,4
76	13,1.0,5
76	95,1.0,2
77	34,1.0,4
77	36,1.0,8
77	54,1.0,3
78	10,1.0,6
78	34,1.0,4
78	46,1.0,1
78	53,1.0,5
78	58,1.0,5
78	64,1.0,7
78	81,1.0,6
79	15,1.0,5
79	17,1.0,8
79	48,1.0,5
79	77,1.0,13
79	80,1.0,2
8	66,1.0,6
8	87,1.0,8
80	10,1.0,6
80	16,1.0,4
80	30,1.0,3
80	43,1.0,9
80	56,1.0,5
80	6,1.0,4
80	9,1.0,7
81	5,1.0,7
81	66,1.0,6
81	68,1.0,7
81	91,1.0,5
82	78,1.0,4
82	88,1.0,6
83	22,1.0,5
83	35,1.0,8
83	45,1.0,6
83	66,1.0,6
83	77,1.0,13
83	99,1.0,2
84	30,1.0,3
84	49,1.0,5
84	71,1.0,5
84	73,1.0,5
84	74,1.0,3
85	12,1.0,7
85	31,1.0,8
85	68,1.0,7
85	75,1.0,8
85	77,1.0,13
86	29,1.0,5
86	3,1.0,4
86	33,1.0,4
86	4,1.0,4
86	43,1.0,9
86	45,1.0,6
86	57,1.0,4
86	77,1.0,13
87	18,1.0,4
87	77,1.0,13
87	8,1.0,4
88	65,1.0,2
88	69,1.0,7
88	95,1.0,2
89	11,1.0,7
89	42,1.0,5
89	48,1.0,5
89	97,1.0,4
9	24,1.0,7
9	5,1.0,7
9	61,1.0,5
9	76,1.0,1
9	84,1.0,2
90	43,1.0,9
90	45,1.0,6
90	79,1.0,5
90	85,1.0,7
90	94,1.0,4
91	32,1.0,8
91	35,1.0,8
91	52,1.0,4
91	62,1.0,4
91	75,1.0,8
92	19,1.0,5
92	23,1.0,2
92	27,1.0,4
92	39,1.0,5
92	59,1.0,4
92	72,1.0,6
92	73,1.0,5
92	98,1.0,8
93	24,1.0,7
93	7,1.0,5
93	72,1.0,6
93	81,1.0,6
93	90,1.0,5
94	20,1.0,2
94	24,1.0,7
94	57,1.0,4
94	98,1.0,8
95	15,1.0,5
95	30,1.0,3
95	53,1.0,5
95	72,1.0,6
95	86,1.0,4
95	91,1.0,5
96	0,1.0,4
96	56,1.0,5
96	57,1.0,4
96	81,1.0,6
96	90,1.0,5
97	15,1.0,5
97	22,1.0,5
97	37,1.0,4
97	71,1.0,5
98	12,1.0,7
98	14,1.0,5
98	38,1.0,3
98	5,1.0,7
98	56,1.0,5
98	57,1.0,4
98	66,1.0,6
99	17,1.0,8
99	23,1.0,2
99	36,1.0,8
99	42,1.0,5
99	61,1.0,5
99	70,1.0,3
99	85,1.0,7
